"strain"	"isotype"	"latitude"	"longitude"	"substrate"	"tbb-1_high_impact_SNV"	"ben-1_high_impact_SNV"	"tbb-2_high_impact_SNV"	"tbb-4_high_impact_SNV"	"mec-7_high_impact_SNV"	"tbb-1_SVs"	"tbb-1_SV_ids"	"ben-1_SVs"	"ben-1_SV_ids"	"tbb-2_SVs"	"tbb-2_SV_ids"	"tbb-4_SVs"	"tbb-4_SV_ids"	"mec-7_SVs"	"mec-7_SV_ids"	"tbb-1_var"	"ben-1_var"	"tbb-2_var"	"tbb-4_var"	"mec-7_var"	"tbb-1_clean_call"	"tbb-2_clean_call"	"ben-1_clean_call"	"mec-7_clean_call"	"tbb-4_clean_call"
"NIC1630"	"NIC1630"	25.02782	121.57627	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1631"	"NIC1631"	25.02782	121.57627	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1632"	"NIC1632"	34.88358	135.81659	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1633"	"NIC1633"	34.88358	135.81659	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1635"	"NIC1635"	34.88328	135.81733	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1645"	"NIC1645"	25.06549	121.82703	"Rotting_nut/pod/seed/fruit"	NA	"missense_S218L"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"missense_S218L | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"Missense"	"No variant"	"No variant"
"NIC1660"	"NIC1660"	25.03808	121.74625	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1661"	"NIC1661"	23.66552	120.79794	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1662"	"NIC1662"	23.66543	120.79964	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1663"	"NIC1663"	23.66543	120.79964	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1664"	"NIC1664"	23.66109	120.7967	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1665"	"NIC1665"	23.66654	120.79295	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1666"	"NIC1666"	23.6694	120.78929	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1667"	"NIC1667"	25.10869	121.83743	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1681"	"NIC1681"	22.08922	120.84876	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1688"	"NIC1688"	25.03266	121.587	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1692"	"NIC1692"	25.03488	121.58864	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1693"	"NIC1693"	25.03488	121.58864	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC17"	"NIC17"	-21.027	55.538	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC174"	"NIC174"	47.1575	7.64673	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC187"	"NIC187"	15.8552	-61.5976	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC188"	"NIC188"	16.0455	-61.6938	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC19"	"NIC19"	25.15219	121.54461	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC191"	"NIC191"	16.0455	-61.6938	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC20"	"NIC20"	24.47058	120.97781	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC21"	"NIC21"	24.47605	120.99481	"Vegetal_litter/mix"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC22"	"NIC22"	24.19177	121.01531	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC248"	"NIC248"	15.853547	-61.631073	"Rotting_nut/pod/seed/fruit"	"missense_V64I"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"missense_V64I | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"Missense"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC250"	"NIC250"	16.0207	-61.597	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC309"	"NIC309"	5.53529	-53.56336	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC325"	"NIC325"	5.53529	-53.56336	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC327"	"NIC327"	5.72877	-53.88992	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC329"	"NIC329"	5.72963	-53.89118	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC330"	"NIC330"	5.72889	-53.8901	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC331"	"NIC331"	5.73057	-53.89241	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC332"	"NIC332"	5.72914	-53.89023	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC333"	"NIC333"	5.72705	-53.89122	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC343"	"NIC343"	5.41134	-53.65517	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC392"	"NIC392"	5.40779	-53.64583	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC400"	"NIC400"	5.72711	-53.89076	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC402"	"NIC402"	5.72896	-53.89008	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC419"	"NIC419"	4.03617	-52.67805	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC504"	"NIC504"	23.5347	120.6775	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC505"	"NIC505"	23.5347	120.6775	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC518"	"NIC518"	25.00739	121.900472	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC519"	"NIC519"	25.00739	121.900472	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC532"	"NIC532"	16.018756	-61.593654	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC541"	"NIC541"	15.21123	-61.36602	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC549"	"NIC549"	15.56923	-61.3744	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC552"	"NIC552"	15.56962	-61.37537	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC555"	"NIC555"	15.58933	-61.47222	"Arthropod"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC561"	"NIC561"	15.52532	-61.41796	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC574"	"NIC574"	15.47461	-61.29876	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC578"	"NIC578"	15.40502	-61.34623	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC583"	"NIC583"	15.40368	-61.34699	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC590"	"NIC590"	15.40585	-61.34613	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC593"	"NIC593"	15.4071	-61.3453	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC60"	"NIC60"	5.07382	-52.69551	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC61"	"NIC61"	5.07384	-52.69537	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC62"	"NIC62"	5.07358	-52.69523	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC67"	"NIC67"	4.08533	-52.6751	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC758"	"NIC758"	15.35802	-61.3537	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC777"	"NIC777"	15.5868	-61.47083	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC779"	"NIC779"	23.72791	120.76594	"Rotting_stem"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC790"	"NIC790"	23.83645	120.7249	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC791"	"NIC791"	23.83633	120.72447	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC792"	"NIC792"	23.83633	120.72447	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC793"	"NIC793"	23.83631	120.72486	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC795"	"NIC795"	23.83617	120.72563	"Mollusk"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC796"	"NIC796"	23.83617	120.72563	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC802"	"NIC802"	23.83701	120.72771	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC803"	"NIC803"	23.81441	120.85687	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC805"	"NIC805"	23.81441	120.85687	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC811"	"NIC811"	23.81433	120.85649	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC814"	"NIC814"	23.81411	120.85654	"Vegetal_litter/mix"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC815"	"NIC815"	23.81407	120.8564	"Rotting_stem"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC816"	"NIC816"	23.81417	120.856	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC819"	"NIC819"	23.81418	120.85581	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC821"	"NIC821"	23.60283	120.88416	"Rotting_stem"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC822"	"NIC822"	25.168	121.56254	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC824"	"NIC824"	23.60248	120.88317	"Fungus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC825"	"NIC825"	23.60246	120.88278	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC827"	"NIC827"	23.60233	120.88182	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC828"	"NIC828"	23.60197	120.88157	"Rotting_nut/pod/seed/fruit"	NA	"missense_M299V"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"missense_M299V | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"Missense"	"No variant"	"No variant"
"NIC863"	"NIC863"	23.72763	120.76625	"Rotting_stem"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC864"	"NIC864"	23.72733	120.76653	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
