"strain"	"isotype"	"latitude"	"longitude"	"substrate"	"abz_hta_2018_pheno"	"abz_hta_2018"	"abz_hta_2024_pheno"	"abz_hta_2024"	"abz_hta_norm_pheno"	"abz_hta_norm_res"	"abz_hta_2018_res"	"abz_hta_2024_res"	"ben-1_high_impact_SNV"	"tbb-2_high_impact_SNV"	"tbb-1_high_impact_SNV"	"mec-7_high_impact_SNV"	"tbb-4_high_impact_SNV"	"ben-1_SVs"	"ben-1_SV_ids"	"tbb-2_SVs"	"tbb-2_SV_ids"	"tbb-1_SVs"	"tbb-1_SV_ids"	"mec-7_SVs"	"mec-7_SV_ids"	"tbb-4_SVs"	"tbb-4_SV_ids"	"ben-1_var"	"tbb-2_var"	"tbb-1_var"	"mec-7_var"	"tbb-4_var"	"ben-1_exp"	"tbb-1_exp"	"tbb-2_exp"	"tbb-4_exp"	"mec-7_exp"	"low_ben1_exp"	"tbb-1_clean_call"	"tbb-2_clean_call"	"ben-1_clean_call"	"mec-7_clean_call"	"tbb-4_clean_call"
"ECA1283"	"ECA1283"	19.72010278	-155.9486167	"Rotting_flower"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1284"	"ECA1284"	20.03859444	-155.4399778	"Vegetal_litter/mix"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1286"	"ECA1286"	19.12063056	-155.8197528	"Vegetal_litter/mix"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1287"	"ECA1287"	19.12013889	-155.8196139	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1288"	"ECA1288"	19.11528889	-155.8191944	"Vegetal_litter/mix"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1289"	"ECA1289"	19.11941944	-155.8217833	"Vegetal_litter/mix"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1293"	"ECA1293"	19.72048889	-155.9477194	"Vegetal_litter/mix"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1298"	"ECA1298"	20.038475	-155.4383306	"Vegetal_litter/mix"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1316"	"ECA1316"	44.1076944	-123.6716667	"Vegetal_litter/mix"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1409"	"ECA1409"	22.129361	-159.654455	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1413"	"ECA1413"	22.129316	-159.654434	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1493"	"ECA1493"	21.311768	-157.76181	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1693"	"ECA1693"	20.827135	-156.27604	"Vegetal_litter/mix"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1713"	"ECA1713"	21.329164	-157.82277	"Rotting_flower"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1717"	"ECA1717"	22.142139	-159.65287	"Vegetal_litter/mix"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1725"	"ECA1725"	22.135492	-159.64781	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1751"	"ECA1751"	22.146558	-159.66137	"Vegetal_litter/mix"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1757"	"ECA1757"	20.826934	-156.27721	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1761"	"ECA1761"	22.149703	-159.6679	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1769"	"ECA1769"	22.143803	-159.65537	"Rotting_flower"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1793"	"ECA1793"	22.135156	-159.64897	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1805"	"ECA1805"	20.82693	-156.27724	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1807"	"ECA1807"	19.120128	-155.81958	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1815"	"ECA1815"	20.826071	-156.27737	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1821"	"ECA1821"	20.669708	-156.33743	"Fungus"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1825"	"ECA1825"	22.133714	-159.65054	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1843"	"ECA1843"	20.729436	-156.31102	"Rotting_flower"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1851"	"ECA1851"	22.134589	-159.64946	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1853"	"ECA1853"	20.826691	-156.27707	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1875"	"ECA1875"	20.826612	-156.2769	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1885"	"ECA1885"	22.134589	-159.64946	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1887"	"ECA1887"	20.837057	-156.28086	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1889"	"ECA1889"	20.837057	-156.28086	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA189"	"ECA189"	19.423889	-155.2225	"Soil"	-11.4322292633604	TRUE	NA	FALSE	-0.955556083490526	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.361615	7.990241	9.617474	0.45582169784879	4.210601	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1891"	"ECA1891"	19.120367	-155.81956	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1901"	"ECA1901"	20.837038	-156.28091	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA191"	"ECA191"	19.424167	-155.221944	"Rotting_flower"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1919"	"ECA1919"	20.826518	-156.27704	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1925"	"ECA1925"	22.134164	-159.64984	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1937"	"ECA1937"	19.120128	-155.81958	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1939"	"ECA1939"	19.120128	-155.81958	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1943"	"ECA1943"	19.120128	-155.81958	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1969"	"ECA1969"	19.719961	-155.94817	"Rotting_flower"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	"missense_A9T"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"missense_A9T | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"Missense"	"No variant"
"ECA1977"	"ECA1977"	19.120025	-155.81961	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA1997"	"ECA1997"	19.720117	-155.94871	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2041"	"ECA2041"	20.837056	-156.28088	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2043"	"ECA2043"	20.670209	-156.33692	"Vegetal_litter/mix"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2073"	"ECA2073"	19.718619	-155.94865	"Rotting_flower"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2081"	"ECA2081"	19.719672	-155.94858	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2091"	"ECA2091"	22.146997	-159.66341	"Vegetal_litter/mix"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2109"	"ECA2109"	22.133228	-159.65126	"Vegetal_litter/mix"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2111"	"ECA2111"	22.133228	-159.65126	"Vegetal_litter/mix"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2151"	"ECA2151"	22.135358	-159.64829	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	"missense_P80S"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"missense_P80S | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"Missense"	"No variant"	"No variant"
"ECA2155"	"ECA2155"	22.135492	-159.64781	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2159"	"ECA2159"	22.135492	-159.64781	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2183"	"ECA2183"	22.135483	-159.64808	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2187"	"ECA2187"	22.135483	-159.64808	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2191"	"ECA2191"	22.147283	-159.66203	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2195"	"ECA2195"	22.149092	-159.66649	"Vegetal_litter/mix"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2199"	"ECA2199"	22.149092	-159.66649	"Vegetal_litter/mix"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2251"	"ECA2251"	19.72178889	-155.9473389	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2281"	"ECA2281"	22.132297	-159.65173	"Vegetal_litter/mix"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2291"	"ECA2291"	20.813036	-156.26958	"Vegetal_litter/mix"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2332"	"ECA2332"	20.826718	-156.27902	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2334"	"ECA2334"	22.133356	-159.65109	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
